,Tweet Text,Informativeness
6241,RT @2oceansvibe: New York Drowns: Incredible Images Of Hurricane Sandy’s Damage [Gallery] http://t.co/O0OcrcDW,on-topic
6242,#food #cuisine Cheat Sheet - Hurricane Sandy Heads for Manhattan http://t.co/9FUFps2d #recipe #cooking,on-topic
6243,"Hurricane Sandy forces U.S. markets to close, Bloomberg reports: See the rest of the story here.Theflyonthewall.... http://t.co/EPXH1fRB",on-topic
6244,RT @BigFrankenStorm: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3,on-topic
6245,RT @LOHANTHONY: dear hurricane sandy please tear down my school that is all i ask of please and thank you,on-topic
6246,RT @abc27News: RT @heisler_eric: Hurricane tip #3: Old cell phones will still call 911. Charge your old phone just in case. #SandyCenPA,on-topic
6247,Im waiting for the hurricane to come nothing is happening but except really high winds......lmfao!!!!~hurricane sandy,on-topic
6248,Hurricane Sandy Twerking In Manhattan,on-topic
6249,@GWPatriot WE GET IT. ZACH RODE A BIKE WAY BEFORE A HURRICANE MADE LANDFALL.,on-topic
6250,"RT @LiamKilla4: What an amazing picture, a hurricane and still they protect the tomb of the unknown soldier in New York http://t.co/bTUubFx2",on-topic
6251,Only reason I'm trying to leave tonight cuz that hurricane is going to be difficult to get out tomorrow,on-topic
6252,"Hurricane Sandy Prompts 'Grease,' 'SpongeBob SquarePants' Jokes on Twitter: Quips Salman Rushdie: Wh... http://t.co/t5lil4N2 #hollywood",on-topic
6253,"RT @BigFrankenStorm: NOT AS CRAY AS BEATING A WOMAN THO. RT: @chrisbrown stay safe, east coast! this hurricane is craz!!!",on-topic
6254,"@Sw33t_Ladi757 lol well yea, I'm here to...surviving a hurricane #nshit",on-topic
6255,RT @Vic_Mancini: raise your hand if you've ever felt personally victimized by Hurricane Sandy,on-topic
6256,"RT @PrinceTweets2U: i have all my hurricane supplies: scarves, lavender, a chandelier, purple guitar, purple sunglasses, various gemston ...",on-topic
6257,"Literally the first line of that song, written in 1986: waiting for the hurricane to hit New York City. Gotta love it.",on-topic
6258,RT @WrenLahey: Hurricane sandy is only coming because the ocean is no place for a squirrel.,on-topic
6259,RT @FlawlessSwaqx3: Hurricane Katrina ' Irene & now sandy ? This hoes be acting up & this weather be letting em! Lmfao ????,on-topic
6260,Residents warned to take #hurricane #sandy seriously.  http://t.co/JQWRqlbh,on-topic
6261,RT @ABC: Baby Delivered in N.J. Hospital Truck During Hurricane Sandy http://t.co/NEnHNIBI,on-topic
6262,"RT @BostonTweet: Yesterday Hurricane Sandy, today a huge rainbow over Boston. http://t.co/X6Dx2Ddf (pic @NewMusicCo)",on-topic
6263,RT @WolfpackAlan: They should name the hurricane A-Rod. Then it won't hit anything.,on-topic
6264,RT @BigFrankenStorm: I'M A INDEPENDENT SASSY BLACK HURRICANE WHO DON'T NEED NO MAN.,off-topic
6265,RT @10x10act: Disasters often take out devastating tolls on already vulnerable populations. #Hurricane #Haiti http://t.co/M1QWnA7Z http: ...,on-topic
6266,RT @ABC: Hurricane Politics: Obama and Romney Face Unique Challenges http://t.co/QkZ2aexZ #Sandy,on-topic
6267,"RT @MSUBlackSheep: Let's all take a moment to thank the Great Lakes for not being about that Hurricane life. Thanks, lakes! Stay chill.",on-topic
6268,GOD is showing his face with sandy.. You neva heard of fires in the middle of a hurricane.. Better get your life right,on-topic
6269,That was some hurricane lml,on-topic
6270,RT @AHurricaneSandy: I'M THA MOST FERGALICIOUS HURRICANE EVER THO. HATERS STAY MAD.,on-topic
6271,I rather to stand in Hurricane reporting than sawing the two ladies who broke my heart through the years #heartbroken,on-topic
6272,@greggucci7 lol how are you coming to my house in the middle of a hurricane ?!,on-topic
6273,"RT @James_Yammouni: I pray for all those in the states who are on hurricane watch, hope you all stay safe",on-topic
6274,RT @NHC_Atlantic: Hurricane #Sandy Intermediate advisory 28A issued. Sandy now moving north-northwestward and accelerating http://t.co/I ...,on-topic
6275,@gabylarcoo we NEED to hangout tomorrow !!! Fuck hurricane sandy!!!&lt;3 haha #lol,on-topic
6276,RT @FillWerrell: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,on-topic
6277,RT @RachhLoves: Sending prayers and love to all those in Hurricane Sandy's path. Be safe everyone!!,on-topic
6278,RT @glotwp: VIDEO: Hurricane Sandy Update from Mayor David Mayer and Chief Harry Earle from the GTPD Police Operations Center... http:// ...,on-topic
6279,@dani_meza17 A hurricane is bout to hit seaside too.,on-topic
6280,RT @EricaSimoneeee: People Make A Twitter Page For Anything. For Example: These Hurricane Sandy Pages.. Why Tf Would You Make A Twitte ...,on-topic
6281,RT @guccisayBUR: THIS PUSSY ASS HURRICANE,on-topic
6282,RT @NewYorkPost: Rainbow touches down in lower Manhattan #hurricane #sandy http://t.co/M6MGqGN7 via @kurtdietrich,on-topic
6283,RT @johnhaynes_: Hurricane Sandy Do Me A Favor When You Slide Threw Take Mitt Romney Withchu .,on-topic
6284,"RT @Beth_Toulmin: I think it's vile how people are making jokes on here about the hurricane in America, need to take a better look at th ...",on-topic
6285,Thanks!  Stay safe up there in DC! RT @ClutchWilson: Glad I got my man @LeeRingerNews14 to give me the latest on this Frankenstorm!,on-topic
6286,@rachelwoellerr what if the hurricane gobbles ya up????,on-topic
6287,RT @defcee So Rikers Island won't be evacuated during the hurricane. Man.,on-topic
6288,RT @AndreaRussett: my prayers go out to everyone near the hurricane right now! stay safe!,on-topic
6289,RT @hurricannesandy: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN.,on-topic
6290,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
6291,RT @gnuman1979: Mitt Romney Refuses To Talk About FEMA After Hurricane Sandy Event http://t.co/K94YVWFX Note To Mittens being President  ...,on-topic
6292,"Hurricane in the east, earthquakes in the west, and a baby shower here. :)",on-topic
6293,"@XiomaraaR_ If I am gonna die from a hurricane, you can bet I am going to be really high.",on-topic
6294,RT @SandysHurricane: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO.,on-topic
6295,RT @greysonchance: Thinking about everyone on the east coast! Get the #RedCross hurricane app for #Sandy info http://t.co/raXZITkq,on-topic
6296,Doesn't look good at all RT @michaelprimeaux: Sharks in NJ after hurricane Sandy\#sandy http://t.co/QevrHXqE,on-topic
6297,"Perfect way to start the day, exactly what the weather ask for  ,breakfast in bed... \\#Hurricane sandy",on-topic
6298,"RT @GhoshAmitav: Interesting to see Hurricane Sandy making headlines in India, where regional disasters, like the Assam floods, got very ...",on-topic
6299,"Cant believe Im saying this, but COME\ON HURRICANE!",on-topic
6300,dentist appt. football practice. anniversary service. kalbi buffet. prep for frankenstorm. hopefully a day off tomm.. #fingerscrossed,off-topic
6301,Holy moly is that a shark in the water? “@RealMindBlowing: Hurricane #Sandy in New Jersey right now... http://t.co/Cd2WYtjI”,on-topic
6302,Thank you Hurricane Sandy....my work load just doubled,on-topic
6303,this hurricane #Sandy looks pretty f****** bad! fingers crossed for the people in the East Coast!,on-topic
6304,@LadyInRedBlog I would NEVER do that &lt;hiding mini twix wrappers&gt;.... Cals dont count during Hurricane Prep!,on-topic
6305,"My family and friends in the path of Hurricane Sandy, I can only say Be Safe - God is in Charge.",on-topic
6306,RT @BigFrankenStorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN.,on-topic
6307,LOL!! RT @AFrankenStorm: What if gangam style was actually just a giant rain dance and we brought this hurricane on ourselves? #Sandy,on-topic
6308,My prayers are going out to ppl in and around hurricane Sandy's path tonight and tmrw as they brace themselves for the worse.,on-topic
6309,"Its not suppose to start til tomorrow , WATCH THE NEWS CUNT ! RT @PotStoner: Still no hurricane? I def could've stayed out last night",off-topic
6310,RT @TishaMazun: Shoutout to the 3rd Infantry for standing guard of the tomb through the Hurricane. #neverbackdown #honor #oldguard,on-topic
6311,RT @Bossip: Ho Sit Down…NOW: Former President Bush FEMA Director Says President Obama Responded To Hurricane Sandy “Too Quickly” http:// ...,on-topic
6312,"I live in Malaysia, no way near NY but I'm watching a live stream of Hurricane Sandy in NY lol.",on-topic
6313,RT @Gothamist: Looting Reported At South Street Seaport After Last Night's Hurricane Sandy Surge http://t.co/VRkjSIEu,on-topic
6314,So excited for this hurricane!!!,on-topic
6315,RT @thefindom: Thoughts & Prayers go out to all our friends affected by Hurricane Sandy. See how you can help! @Redcross  http://t.c ...,on-topic
6316,RT @hurricannesandy: FOUR FOR YOU HURRICANE SANDY! YOU GO HURRICANE SANDY! AND NONE FOR HURRICANE IRENE BYE.,on-topic
6317,RT @ComedyPosts: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,on-topic
6318,“@hurricannesandy: FOUR FOR YOU HURRICANE SANDY! YOU GO HURRICANE SANDY! AND NONE FOR HURRICANE IRENE BYE.” @tay_blair03,on-topic
6319,RT @IzzyTooTrippy: I didn't even know there was a hurricane lol,on-topic
6320,"With hurricane Sandy approaching, Let's start the biggest prayer chain!!! We all need caring thoughts and a... http://t.co/dezEUhV8",on-topic
6321,I'm glad we've all got a plan for when Hurricane Sandy comes our way #byebyeworld #shortpeopledrownfirst @momodibbs07 @AT_Lil20 @FoxyCoxxy_,on-topic
6322,Earthquake in Canada. Tsunami warning in Hawaii hurricane coming towards New York. Lol we're dying.,on-topic
6323,@Real_Liam_Payne Me? Give me another reason to freak out other than this hurricane that's threatening to destroy my house :),on-topic
6324,RT @AHurricaneSandy: I'M A INDEPENDENT SASSY BLACK HURRICANE WHO DON'T NEED NO MAN.,on-topic
6325,"“@ChaBoi_Nards: Does Dominos deliver in hurricane conditions?”yeah, they use boats",on-topic
6326,So where is this hurricane.,on-topic
6327,Apologizing now for retweeting all these hurricane tweets #dyingoflaughter,on-topic
6328,Here with the rest of the world in anticipation of Frankenstorm. (@ Market Basket) http://t.co/s3jGt7pv,on-topic
6329,RT @ThePresObama: Romney isn't concerned about hurricane sandy because his money is safe in the caymans.,on-topic
6330,RT @realsandycane: DIS BITCH WAS LIKE I'M DYING AT HURRICANE SANDY TWEETS AND I'M LIKE YOU ABOUT TO BE DYIN IN REAL LIFE HOE.,on-topic
6331,RT @the1Dscene: any questions anyone im bored as hell because its 1am here in NJ and hurricane sandy is coming,on-topic
6332,RT @hurricannesandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic
6333,#FLASHBACK During hurricane I was watching Paranormal activities and then the power went out http://t.co/KhGHWpz2,on-topic
6334,RT @isardasorensen: #NYC on this Hurricane #Sandy eve.  http://t.co/yplXsyjq,on-topic
6335,RT @BigFrankenStorm: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
6336,Find out how you can help Hurricane #Sandy victims http://t.co/pQZxW7cQ,on-topic
6337,RT @kingsleyyy: Hurricane Sandy has a heavy flow and a wideset vagina.,on-topic
6338,RT @des_TINAtion_: why would people want the hurricane to be a disaster -__- .,on-topic
6339,RT @SleepawayChamp: #ThanksDonald for putting up $5 mil to hurricane relief. Refreshing that we can rise above tacky political showmansh ...,on-topic
6340,Go on the Sandy (not the hurricane),off-topic
6341,"While everyone else is cuddling up warm inside, me and @MeganBaglivo are driving through a hurricane to get Chinese. #biggirlproblems",on-topic
6342,really david stern? your condolences go out to the victims of hurricane ... katrina ? .. yeah you really care i see ??,on-topic
6343,"Due to Hurricane Sandy, the Sussex Countian will be delivered on Thursday this week instead of Wednesday. We will... http://t.co/0th4KZcS",on-topic
6344,I'm going to recycle some classic hurricane jokes from last summer that still hold up.,on-topic
6345,"Because my bed is near a window, I decided to relocate to the floor across the room. #swag #hurricane #Sandy http://t.co/Kvxyu4mG",on-topic
6346,RT @joyalsakran: May god protect my ppl in the US &lt;/3 #maryland #usa #hurricane #love #prayers #mercy,on-topic
6347,"RT @OhHayItsDeb: Hurricane Sandy is coming and I still have work. TV stops for nothing! Woo! LOL. Non- east coasters, you're welcome in  ...",on-topic
6348,"RT @Charles_HRH: Text from Mr Clegg: Why is New York scared of Hurricane #Sandy. They dealt with Godzilla, and he's much more powerful ...",on-topic
6349,hurricane sandy blowing everyone @sandersrofl,on-topic
6350,A hurricane flew around and knocked down my school,on-topic
6351,I survived the hurricane if anyone cares,on-topic
6352,"got-pink: Queued for Hurricane Sandy, just incase I lose power :/ stay safe everyone! ? http://t.co/QKriRBZd",on-topic
6353,"RT @HurricaneSandyw: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE SANDY. PLEASE R ...",on-topic
6354,I'm ready for a black hurricane. Like hurricane laquanisha or some shit,on-topic
6355,RT @supdevon: I'd be the asshole to order pizza in a hurricane hahahahahahahahahahahahahahaahhahahahaaha,on-topic
6356,RT @WestWingReport: You can blame Dan Rather for the crop of cub reporters who go outside in a Hurricane. He got noticed hugging a phone ...,on-topic
6357,RT @laurentrautwein: this hurricane is going to be nothing.,on-topic
6358,RT @MikeDrucker: I think he's busy being the fucking President during a hurricane. RT @realDonaldTrump: Im not hearing much from Obama . ...,on-topic
6359,To the people waiving at the news camera you all look fucking stupid its a hurricane and ur all excited about being on tv for a minute,on-topic
6360,RT @lenadunham: My dad re: the hurricane: I have tons of cash and a salad,on-topic
6361,"Mitt Romney: If hurricane Sandy destroys your house, simply go live in one of your other houses. Problem solved! DEAD",on-topic
6362,I would rather stand in the eye of a category 5 hurricane than go to school tomorrow or Tuesday,on-topic
6363,RT @DaveErvo: Eff this hurricane. I'm standing put on the 24th floor of a mandatory evacuation building,on-topic
6364,RT @murphydubbs: Hurricane sandy. Please. Whatever u do. Take Bonzz and Denaro away with you. That's all I ask,on-topic
6365,RT @Trachead: Praying for the families thats are in harms way of Hurricane Sandy. If youve been asked to evacuate Please Do It. Lord cov ...,on-topic
6366,Hurricane Sandy is so inconsiderate about my hair #god #sandy,on-topic
6367,Pretty immature how some people are taking hurricane Sandy as a joke while the people effected are losing everything.,on-topic
6368,RT @suttonnick Tuesday's i front page - America feels the force of 'Frankenstorm' #tomorrowspaperstoday #Sandy http://t.co/WB0hXYjp,on-topic
6369,I have 8 fewer followers than @evewrites. Let's do something productive during #frankenstorm -- help me overtake her!,on-topic
6370,RT @WhiteBoyPosts: Hurricane Sandy from space.. http://t.co/b5CgM36l,on-topic
6371,"RT @XHurricaneSandy: I wonder if Bruno Mars about that life, i bet you wouldn't jump yo ass in front of a Hurricane for her !! #nyc #Sandy",on-topic
6372,RT @gneicco: If Romney was president we wouldn’t have any of this Hurricane Sandy bullshit. He’d fire it or outsource it to China.,on-topic
6373,"RT @PhillyNatives: Im not even worried about this hurricane , its just wind & rain to me",on-topic
6374,Poppy don't fuck around when it comes to hurricane parties. http://t.co/8uZUAY26,on-topic
6375,Not even the US Presidential elections can carry on through #hurricane #Sandy - Humility must win the day! :|,on-topic
6376,Forget about hurricane Sandy. NFL Sunday from London live on Skysports1. Lets go Patriots and show the Rams what your made off. #fb,on-topic
6377,RT @itsMeeDerek: I wish Hurricane Sandy could fuck up my school tho.,on-topic
6378,RT @Guard_Strugglez: How do you guys think I'd do if I tried spinning in Hurricane Sandy?,on-topic
6379,RT @AP: Coast Guard continues search off NC coast for captain of tall ship that sank during Hurricane #Sandy: http://t.co/h2QwomSW -RAS,on-topic
6380,@kma0010 tomorrow at 9 am pending hurricane sandy :( boo hurricane.,on-topic
6381,Dominicans r like hurricane?! we swim in rivers for fun they didnt even enter a grocery store,on-topic
6382,RT @PawsOnEarth: RT: @doggeek Hurricane Sandy Pet Emergency Plan http://t.co/jdQ1mGTi,on-topic
6383,Sutherland soccer scrubs are too pussy to take on Mendon scrubs in hurricane bowl #mendonwin,off-topic
6384,"Letterman, Fallon Host Late-Night Shows During Hurricane With No Audience - http://t.co/ncun0K04",on-topic
6385,East Coast Apple Stores Prepare For Hurricane Sandy http://t.co/iZosryHH #appadvice,on-topic
6386,RT @BorowitzReport: Mitt Romney's hurricane plan involves owning a home in Switzerland.,on-topic
6387,Take advantage of today to prepare for local impacts of Hurricane Sandy. MOV still expecting 4-6 of rain. http://t.co/wuLrTV7v,on-topic
6388,RT @__grundlehunter: also this hurricane better live up to its reputation  i want destroyed houses and shattered dreams,on-topic
6389,RT @AlfredoFlores: Praying for everyone on the east coast. This hurricane Sandy mess is crazy. Stay safe.,on-topic
6390,@2jul4skool boring ?? tryna prepare for this like crazy wild killer hurricane apparently happening,on-topic
6391,RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic
6392,RT @hurricannesandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,off-topic
6393,RT @DaNigga_Gadget: “@kentland_ju: No school tomorrow who comin over!??!?” Hurricane sandy.,on-topic
6394,"RT @P0TUS: RT @daveweigel: Hurricane projected to hit New Jersey. Cory Booker spotted hastily removing shirt, running into phone booth.",on-topic
6395,this fucking hurricane sandy is a trap yo,on-topic
6396,RT @TFLN: (845): New Halloween costume idea: Frankenstorm. We have three hours. Make it work.,on-topic
6397,Preparing for the Frankenstorm by making cupcakes.,on-topic
6398,“@wyshynski: Today's #MvsW QoD - Name your favorite Hurricane of all time? Chad LaRose! #Canes,on-topic
6399,Dumb Hurricane Messin Up All Ma Plans -.- But Thanks For The 2 Days Off :D,on-topic
6400,It's a wrap this hurricane is legit and the beginning of the end of the world,on-topic
6401,‘One for the Record Books’: Here’s What You Need to Know About the Hurricane the Day After http://t.co/LEvnCa8e via @theblaze,on-topic
6402,Those of you saying this hurricane was weak please stfu and turn on the news. You should be glad you weren't affected that badly.,on-topic
6403,RT @hurricannesandy: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic
6404,Hurricane Sandy: Economy should bounce back analysts say - Christian Science Monitor: Christian Science MonitorH... http://t.co/yWZ8q1P5,off-topic
6405,RT @L0V3XC3SS: may God help those affected by hurricane Sandy find strength & peace within themselves to deal with the loss of loved ...,on-topic
6406,RT @danieldubya: 11 Viral Photos That AREN'T Hurricane Sandy http://t.co/B94Ps1Z6 #fb,on-topic
6407,RT @hurricannesandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic
6408,Here comes the stroy of the Hurricane! #Bob Dylan,on-topic
6409,"Hurricanes feed of warm ocean water, so Toronto can't be hit by an actual hurricane you stupid fucks",on-topic
6410,Shouldn't it be frankenstorm's monster?? Or Dr. Frankenstein's storm??,on-topic
6411,RT @NASA_GoddardPix: The latest full disk image of Earth puts Hurricane Sandy into perspective...it's massive: http://t.co/nCMDD4TV #fra ...,on-topic
6412,"nevermind, the hurricane isn't even hitting us.",on-topic
6413,RT @iSnitched4Oreos: I hope the hurricane takes out the school systems. They clearly aren't doing ANYthing of importance w/ all these du ...,on-topic
6414,RT @Deesalinass: I'm not even taking this hurricane crap serious lol,on-topic
6415,Venezuelan-built ‘Petrocasa’ Homes Survive Hurricane in Eastern Cuba http://t.co/vAX1a9TA,off-topic
6416,RT @gracehelbig: I like to think that a hurricane is just Mother Nature twerking.,on-topic
6417,"@DanielledeVill1 Hey Didi! We are in San Diego, Hurricane Sandy has messed all our flights up! How's things with you? xx",on-topic
6418,@EastSideRambler true..but for him to say he wants to do away with it..isn't a winning theme when a hurricane like this hits.,on-topic
6419,2nd time being in a Hurricane! Sometimes I miss the Midwest? #sandy,on-topic
6420,My moms name is sandy so basically she's the hurricane,on-topic
6421,"Sandy was just a light breeze, but changed for Hurricane Danny.",on-topic
6422,"@omgKangaroos From someone that lives in Louisiana, when a hurricane comes get shitty drunk.",on-topic
6423,What Are the Risks From Hurricane Sandy? http://t.co/HQTFx4zz @discovery,on-topic
6424,"Bought food for the hurricane, eating it all before the hurricane",on-topic
6425,RT @kfrisx3: Omg hurricane sandy cheeks. #dying #hilarious,on-topic
6426,MY NIGGA... YESSS! RT @__BJ_: fuck naaaa heelll naaaaa @Ms_KaraNicole: @BJ David Stern said Hurricane Katrina instead of Hurricane Sandy,on-topic
6427,RT @KIlow_: @shaunaSosaKEEF_: These Hurricane Sandy Pages &lt;&lt;&lt;&lt;&lt; #TheFuckery,on-topic
6428,RT @Flymatic: I hope the Hurricane takes Romney also..,on-topic
6429,"RT @SkepticalAfrica: BREAKING NEWS: Kanye West says he'll let Sandy finish, but thinks Katrina was the best hurricane of all time.",on-topic
6430,Idiots in the Storm: A Roundup of Those Who Just Had to Hang With Sandy: \      \          So Hurricane Sandy was really no joke brin...,on-topic
6431,If hurricane Sandy blows down memorial we can use the money saved from the demolition to get a movie theater,on-topic
6432,NYC has ordered a mandatory evacuation for everyone living in Zone A! #frankenstorm,on-topic
6433,"RT @USRealityCheck: New Jersey Gov. Christie Praises Obama, Hurricane Sandy Relief Efforts: Presidential ca... http://t.co/IYkpRw2x http ...",on-topic
6434,RT @reshingbull: I'm going to be Hurricane Sandy for Halloween. I'm just gonna wreck shit and make all of you clean it up.,on-topic
6435,Sandy Cheeks...you a cool squirrel. Sandy Hurricane...no one likes you. The last name makes the difference.,on-topic
6436,BFC survived the hurricane and we've got tons of new blog posts rolling in! Check out the latest on our blog when you get a chance!,on-topic
6437,RT @deempuhl: Did not realize how serious this Hurricane was until I heard all the aftermath #RIP,on-topic
6438,RT @fema: Oct 28 #frankenstorm tip – check in with your friends/family on the East Coast. Make sure they have an emerg kit & plan fo ...,on-topic
6439,Is that hurricane suppose to hit Michigan ??,on-topic
6440,"Yo my mom sent me and my brother to get some stuff for the hurricane and we came back with water, ham, chips, and milk she started spazzing!",on-topic
6441,Hurricane shopping at Target then going back to my apartment and watching movies all day,on-topic
6442,"Meanwhile... Residents and tourists in Santiago, Cuba, try to return to normal life after Hurricane Sandy leaves a… http://t.co/i2GYehuE",on-topic
6443,RT @AryanBrothahood: I'm mentally preparing myself for da generic gotcha bitch pussy wetter den hurricane sandy punchlines. Fab would  ...,on-topic
6444,RT @LouBrutus: BREAKING: FEMA and National Weather Service to plug the eye of Hurricane Sandy by dropping Chris Christie into it to save ...,on-topic
6445,I hope I don't have school for this hurricane but I still want power lol,on-topic
6446,@miilkkk: I'm glad Hurricane Sandy is coming... Now something will actually blow me( ._.),on-topic
6447,"no himym for two weeks, more like hurricane sandy rivers am i right",on-topic
6448,@Zoinx3 amen to that! I love the name Frankenstorm,on-topic
6449,I personally would pick a black name if I was trying to warn ppl. Hurricane Boqueesha sounds  a lot more threatening than...Sally.??,on-topic
6450,"My hearts goes out to everyone affected by the hurricane, this is truly heartbreaking. #statenislandstaystrong",on-topic
6451,"See , I started reading stuff about the hurricane and now im scared.",on-topic
6452,@hithahspam http://t.co/VufzAH08 This explains that whole Frankenstorm and how Cap is gong to save the day!,off-topic
6453,@KaeYummyBae gotta stick together for the purpose of entertainment during this hurricane struggle lol,on-topic
6454,RT @Maddie_Silv: Everybody's like cuddling with my boo for this hurricane!!&lt;3 #SingleProbz,on-topic
6455,"New thing for me, ready for a Hurricane! Generator, fridge, Peroni ready to go. Water, flashlights, food   Pah! Eating is cheating. Coys #",on-topic
6456,"Stay strong, hurricane fighters. #Sandy",on-topic
6457,RT @chris_szigeti: Don't trust the fake media reports. This is what actually happened #Frankenstorm http://t.co/PSBkHCWu,on-topic
6458,@PrettyMuchIt Hope youre all staying safe for hurricane sandy!!,on-topic
6459,RT @rickygervais: Pastor blames Gays for hurricane Sandy\http://t.co/lf4mC5X5\Can't decide if its more hilarious or fucking disgusting ...,on-topic
6460,RT @NYCService: There will be various ways to volunteer to help in the aftermath of Hurricane Sandy - Want to Volunteer? Please... http: ...,on-topic
6461,"RT @Y_U_NOOO: HURRICANE SANDY, Y U NO BLOW MY SCHOOL AWAY?",on-topic
6462,What if this hurricane is the start to mad natural disasters #2012 #highthoughts,on-topic
6463,RT @realsandycane: DIS BITCH WAS LIKE I'M DYING AT HURRICANE SANDY TWEETS AND I'M LIKE YOU ABOUT TO BE DYIN IN REAL LIFE HOE.,on-topic
6464,ill enjoy this hurricane shit for now but come wednesday it better haul ass somewhere else,on-topic
6465,@jessicaspizza i wish ?? i dont plan on sleeping for the next couple days i never sleep through a hurricane #tooscared,on-topic
6466,How the hell do they come up with these names for hurricane and storms anyways?  O.o,on-topic
6467,RT @granthansen: @TheLizardMan Glad to hear you're safe! Thanks for using our @RedCross hurricane app to let us know.,on-topic
6468,"Please watch/like our Facebook page for the latest #Hurricane #Sandy updates, and upload your photos and comments http://t.co/Ed0XobGs",on-topic
6469,So um is Pizza Bella still going to be able to deliver to my house in a hurricane,on-topic
6470,RT @TheeBoobieMiles: 2.) It's kinda fucked up that we all have it so good that we want a hurricane to come in and mess our lives up,on-topic
6471,"RT @Gawker: The Hurricane Sandy death toll is now at 38, according to the Associated Press: http://t.co/YLK6qsVC",on-topic
6472,A photo of UN Headquarters in NYC during Hurricane #Sandy on Monday. View from across the East River. Please be safe! http://t.co/NDtt0pSD”,on-topic
6473,RT @BigFrankenStorm: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3,on-topic
6474,"“@57UN: Amazing picture from Ocean Grove, New Jersey. Check these mofo waves! #Sandy #FrankenStorm http://t.co/mju3cmei” @JimCantore",on-topic
6475,RT @TheNewDeal: Bush Vacationed at His Ranch During Hurricane Katrina. Obama Put His Campaign on Hold to Deal with Hurricane Sandy. #Cha ...,on-topic
6476,RT @marty_mar_3: All of y'all acting scared cause of a small hurricane,on-topic
6477,"RT @MattPStout: #NWS: Even though Sandy is no longer a hurricane, it's still packing hurricane-level winds, including 70 mph gusts, thro ...",on-topic
6478,"Hi Gang, I'm back from Russia, but class on Monday, 10/29 has been canceled due to the impending hurricane. We'll... http://t.co/xVavK7gx",on-topic
6479,"Forked River, NJ, inundated. Pic via Stacey Goller #hurricane #sandy http://t.co/v9evIlzE",on-topic
6480,RT @jesspanta: #NationalTextYourExDay I'd rather spend quality time with hurricane sandy...,on-topic
6481,RT @aguywithnolife: mazel tov to all the girls that are going to get pregnant this week because of Hurricane Sandy.,on-topic
6482,There's a hurricane? Wouldn't have known that if it wasn't for twitter!,on-topic
6483,hurricane sandy is just giving me a justifiable excuse to wear my coach rain boots out #spoiled,on-topic
6484,Follow the storm with live webcams on Block Island http://t.co/9HNql7OX Sandy frankenstorm,off-topic
6485,"GLOBAL MARKETS-Shares ease on earnings weakness, eyes on U.S. hurricane: * Brent oil drops $1.04/bbl, East Coast... http://t.co/fUI7UOi7",on-topic
6486,RT @ImmortalTech: I heard the hurricane is about to touch down in New York. Please be aware and be safe. I love you NY.,on-topic
6487,Have the Nostradamus believers claimed credit yet for Hurricane Sandy and/or the Arsenal 7-5 ? #ifcarlsbergdonewindyfootball,on-topic
6488,Yeo... Those rings are a fucking sign were about to die this fucking hurricane will be the death of us,on-topic
6489,"RT @met2art: @doctorow Frankenstorm, now stormpocalypse... just don't get caught in a Cthunami while you're in New England.",on-topic
6490,And gullible isn't in the dictionary. 7 Fake Hurricane Sandy Photos You’re Sharing on Social Media: http://t.co/I4c31VpN,on-topic
6491,"RT @SigaMike: Hurricane Sandy, Because Of You I Cant Put My Grades Up",on-topic
6492,RT @1drulesmylife: HEY HURRICANE SANDY SHUT THE FUCK UP I'M TRYING TO LISTEN TO LITTLE THINGS,on-topic
6493,RT @CrazyHoneyBooBo: Hurricane Sandy wouldn't be here if Patrick would've just stopped making fun of Texas.,on-topic
